id,checknumber,starttime,endtime,teamname,servicename,owner,hostname,status,points
1,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 03','morty-dns','Team 03','10.10.3.8','Passed',1
2,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 04','ethan-http','Team 04','ethan','Passed',1
3,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 02','morty-dns','Team 02','10.10.2.8','Passed',1
4,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 01','morty-dns','Team 01','10.10.1.8','Passed',1
5,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 08','ethan-http','Team 08','ethan','Failed',0
6,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 02','shake-http','Team 02','shake','Passed',1
7,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 08','ethan-smtp','Team 08','ethan','Failed',0
8,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 05','frylock-ssh2','Team 05','frylock','Passed',1
9,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 06','shake-http','Team 06','shake','Passed',1
10,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 06','shake-https','Team 06','shake','Passed',1
11,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 01','shake-ssh2','Team 01','shake','Passed',1
12,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 08','frylock-ssh2','Team 08','frylock','Passed',1
13,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 03','shake-http','Team 03','shake','Passed',1
14,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 05','ethan-http','Team 05','ethan','Passed',1
15,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 05','shake-https','Team 05','shake','Passed',1
16,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 07','shake-http','Team 07','shake','Passed',1
17,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 04','shake-http','Team 04','shake','Passed',1
18,1,'2017-03-24 10:52:32','2017-03-24 10:52:33','Team 06','ethan-http','Team 06','ethan','Passed',1
19,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 04','nancy-https','Team 04','nancy','Passed',1
20,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 04','frylock-http','Team 04','frylock','Passed',1
21,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 02','ethan-http','Team 02','ethan','Passed',1
22,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 03','shake-ssh2','Team 03','shake','Passed',1
23,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 03','nancy-http','Team 03','nancy','Passed',1
24,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 05','frylock-https','Team 05','frylock','Passed',1
25,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 01','frylock-http','Team 01','frylock','Passed',1
26,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 07','shake-https','Team 07','shake','Passed',1
27,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 02','frylock-https','Team 02','frylock','Passed',1
28,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 04','morty-dns','Team 04','10.10.4.8','Passed',1
29,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 08','shake-ssh2','Team 08','shake','Passed',1
30,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 05','shake-http','Team 05','shake','Passed',1
31,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 05','shake-ssh2','Team 05','shake','Passed',1
32,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 08','frylock-http','Team 08','frylock','Passed',1
33,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 06','frylock-https','Team 06','frylock','Passed',1
34,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 06','frylock-ssh2','Team 06','frylock','Passed',1
35,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 03','frylock-http','Team 03','frylock','Passed',1
36,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 08','shake-https','Team 08','shake','Passed',1
37,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 08','nancy-https','Team 08','nancy','Failed',0
38,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 01','nancy-https','Team 01','nancy','Passed',1
39,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 02','nancy-https','Team 02','nancy','Passed',1
40,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 03','shake-https','Team 03','shake','Passed',1
41,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 02','frylock-ssh2','Team 02','frylock','Passed',1
42,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 04','shake-https','Team 04','shake','Passed',1
43,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 06','shake-ssh2','Team 06','shake','Passed',1
44,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 05','morty-dns','Team 05','10.10.5.8','Passed',1
45,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 05','nancy-https','Team 05','nancy','Passed',1
46,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 04','frylock-https','Team 04','frylock','Passed',1
47,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 01','frylock-https','Team 01','frylock','Passed',1
48,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 06','meatwad-ssh2','Team 06','meatwad','Passed',1
49,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 02','meatwad-ssh2','Team 02','meatwad','Passed',1
50,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 01','meatwad-ssh2','Team 01','meatwad','Passed',1
51,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 03','ethan-http','Team 03','ethan','Passed',1
52,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 04','frylock-ssh2','Team 04','frylock','Passed',1
53,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 01','shake-http','Team 01','shake','Passed',1
54,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 08','shake-http','Team 08','shake','Passed',1
55,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 07','meatwad-ssh2','Team 07','meatwad','Passed',1
56,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 08','nancy-http','Team 08','nancy','Failed',0
57,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 03','meatwad-ssh2','Team 03','meatwad','Passed',1
58,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 08','frylock-https','Team 08','frylock','Passed',1
59,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 07','frylock-ssh2','Team 07','frylock','Passed',1
60,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 02','shake-https','Team 02','shake','Passed',1
61,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 03','frylock-https','Team 03','frylock','Passed',1
62,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 06','morty-dns','Team 06','10.10.6.8','Passed',1
63,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 04','meatwad-ssh2','Team 04','meatwad','Passed',1
64,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 05','nancy-http','Team 05','nancy','Passed',1
65,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 06','nancy-https','Team 06','nancy','Passed',1
66,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 04','shake-ssh2','Team 04','shake','Passed',1
67,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 01','ethan-http','Team 01','ethan','Passed',1
68,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 06','frylock-http','Team 06','frylock','Passed',1
69,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 02','frylock-http','Team 02','frylock','Passed',1
70,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 02','shake-ssh2','Team 02','shake','Passed',1
71,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 08','ethan-pop3','Team 08','ethan','Failed',0
72,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 07','frylock-https','Team 07','frylock','Passed',1
73,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 01','frylock-ssh2','Team 01','frylock','Passed',1
74,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 07','shake-ssh2','Team 07','shake','Passed',1
75,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 07','frylock-http','Team 07','frylock','Passed',1
76,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 05','frylock-http','Team 05','frylock','Passed',1
77,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 03','nancy-https','Team 03','nancy','Passed',1
78,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 01','nancy-http','Team 01','nancy','Passed',1
79,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 05','meatwad-ssh2','Team 05','meatwad','Passed',1
80,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 01','shake-https','Team 01','shake','Passed',1
81,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 04','nancy-http','Team 04','nancy','Passed',1
82,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 06','nancy-http','Team 06','nancy','Passed',1
83,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 03','frylock-ssh2','Team 03','frylock','Passed',1
84,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 02','nancy-http','Team 02','nancy','Passed',1
85,1,'2017-03-24 10:52:32','2017-03-24 10:52:34','Team 08','meatwad-ssh2','Team 08','meatwad','Passed',1
86,1,'2017-03-24 10:52:32','2017-03-24 10:52:35','Team 02','ethan-smtp','Team 02','ethan','Passed',1
87,1,'2017-03-24 10:52:32','2017-03-24 10:52:39','Team 01','ethan-pop3','Team 01','ethan','Passed',1
88,1,'2017-03-24 10:52:32','2017-03-24 10:52:39','Team 02','ethan-pop3','Team 02','ethan','Passed',1
89,1,'2017-03-24 10:52:32','2017-03-24 10:52:40','Team 04','ethan-pop3','Team 04','ethan','Passed',1
90,1,'2017-03-24 10:52:32','2017-03-24 10:52:40','Team 03','ethan-pop3','Team 03','ethan','Passed',1
91,1,'2017-03-24 10:52:32','2017-03-24 10:52:40','Team 05','ethan-pop3','Team 05','ethan','Passed',1
92,1,'2017-03-24 10:52:32','2017-03-24 10:52:40','Team 06','ethan-pop3','Team 06','ethan','Passed',1
93,1,'2017-03-24 10:52:32','2017-03-24 10:52:41','Team 05','ethan-smtp','Team 05','ethan','Passed',1
94,1,'2017-03-24 10:52:32','2017-03-24 10:52:41','Team 03','ethan-smtp','Team 03','ethan','Passed',1
95,1,'2017-03-24 10:52:32','2017-03-24 10:52:41','Team 06','ethan-smtp','Team 06','ethan','Passed',1
96,1,'2017-03-24 10:52:32','2017-03-24 10:52:41','Team 01','ethan-smtp','Team 01','ethan','Passed',1
97,1,'2017-03-24 10:52:32','2017-03-24 10:52:41','Team 04','ethan-smtp','Team 04','ethan','Passed',1
98,1,'2017-03-24 10:52:32','2017-03-24 10:53:32','Team 08','morty-dns','Team 08','10.10.8.8','Failed',0
99,1,'2017-03-24 10:52:32','2017-03-24 10:53:32','Team 07','morty-dns','Team 07','10.10.7.8','Failed',0
100,1,'2017-03-24 10:52:32','2017-03-24 10:53:32','Team 07','nancy-https','Team 07','nancy','Failed',0
101,1,'2017-03-24 10:52:32','2017-03-24 10:53:32','Team 07','ethan-smtp','Team 07','ethan','Failed',0
102,1,'2017-03-24 10:52:32','2017-03-24 10:53:32','Team 07','ethan-http','Team 07','ethan','Failed',0
103,1,'2017-03-24 10:52:32','2017-03-24 10:53:32','Team 07','ethan-pop3','Team 07','ethan','Failed',0
104,1,'2017-03-24 10:52:32','2017-03-24 10:53:32','Team 07','nancy-http','Team 07','nancy','Failed',0
105,2,'2017-03-24 10:57:36','2017-03-24 10:57:37','Team 01','shake-https','Team 01','shake','Passed',1
106,2,'2017-03-24 10:57:36','2017-03-24 10:57:37','Team 01','frylock-https','Team 01','frylock','Passed',1
107,2,'2017-03-24 10:57:36','2017-03-24 10:57:37','Team 03','morty-dns','Team 03','10.10.3.8','Passed',1
108,2,'2017-03-24 10:57:36','2017-03-24 10:57:37','Team 02','frylock-https','Team 02','frylock','Passed',1
109,2,'2017-03-24 10:57:36','2017-03-24 10:57:37','Team 06','frylock-http','Team 06','frylock','Passed',1
110,2,'2017-03-24 10:57:36','2017-03-24 10:57:37','Team 06','shake-ssh2','Team 06','shake','Passed',1
111,2,'2017-03-24 10:57:36','2017-03-24 10:57:37','Team 04','ethan-http','Team 04','ethan','Passed',1
112,2,'2017-03-24 10:57:36','2017-03-24 10:57:37','Team 04','nancy-https','Team 04','nancy','Passed',1
113,2,'2017-03-24 10:57:36','2017-03-24 10:57:37','Team 06','shake-http','Team 06','shake','Passed',1
114,2,'2017-03-24 10:57:36','2017-03-24 10:57:37','Team 01','shake-http','Team 01','shake','Passed',1
115,2,'2017-03-24 10:57:36','2017-03-24 10:57:37','Team 02','frylock-http','Team 02','frylock','Passed',1
116,2,'2017-03-24 10:57:36','2017-03-24 10:57:37','Team 06','ethan-http','Team 06','ethan','Passed',1
117,2,'2017-03-24 10:57:36','2017-03-24 10:57:37','Team 01','meatwad-ssh2','Team 01','meatwad','Passed',1
118,2,'2017-03-24 10:57:36','2017-03-24 10:57:37','Team 02','shake-https','Team 02','shake','Passed',1
119,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 04','morty-dns','Team 04','10.10.4.8','Passed',1
120,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 07','shake-https','Team 07','shake','Passed',1
121,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 05','frylock-http','Team 05','frylock','Passed',1
122,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 06','morty-dns','Team 06','10.10.6.8','Passed',1
123,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 02','morty-dns','Team 02','10.10.2.8','Passed',1
124,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 03','frylock-http','Team 03','frylock','Passed',1
125,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 03','shake-https','Team 03','shake','Passed',1
126,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 03','nancy-https','Team 03','nancy','Passed',1
127,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 05','shake-ssh2','Team 05','shake','Passed',1
128,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 02','shake-http','Team 02','shake','Passed',1
129,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 04','shake-https','Team 04','shake','Passed',1
130,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 05','shake-https','Team 05','shake','Passed',1
131,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 05','nancy-http','Team 05','nancy','Passed',1
132,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 06','frylock-https','Team 06','frylock','Passed',1
133,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 03','shake-ssh2','Team 03','shake','Passed',1
134,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 02','shake-ssh2','Team 02','shake','Passed',1
135,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 05','nancy-https','Team 05','nancy','Passed',1
136,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 05','ethan-http','Team 05','ethan','Passed',1
137,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 05','morty-dns','Team 05','10.10.5.8','Passed',1
138,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 05','frylock-https','Team 05','frylock','Passed',1
139,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 03','frylock-https','Team 03','frylock','Passed',1
140,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 08','shake-http','Team 08','shake','Passed',1
141,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 04','frylock-http','Team 04','frylock','Passed',1
142,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 02','frylock-ssh2','Team 02','frylock','Passed',1
143,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 05','meatwad-ssh2','Team 05','meatwad','Passed',1
144,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 06','nancy-http','Team 06','nancy','Passed',1
145,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 08','shake-ssh2','Team 08','shake','Passed',1
146,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 08','frylock-http','Team 08','frylock','Passed',1
147,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 07','nancy-http','Team 07','nancy','Passed',1
148,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 04','shake-http','Team 04','shake','Passed',1
149,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 01','shake-ssh2','Team 01','shake','Passed',1
150,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 06','shake-https','Team 06','shake','Passed',1
151,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 07','morty-dns','Team 07','10.10.7.8','Passed',1
152,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 08','meatwad-ssh2','Team 08','meatwad','Passed',1
153,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 01','ethan-http','Team 01','ethan','Passed',1
154,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 01','frylock-http','Team 01','frylock','Passed',1
155,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 03','ethan-http','Team 03','ethan','Passed',1
156,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 02','meatwad-ssh2','Team 02','meatwad','Passed',1
157,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 01','morty-dns','Team 01','10.10.1.8','Passed',1
158,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 04','frylock-https','Team 04','frylock','Passed',1
159,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 08','frylock-ssh2','Team 08','frylock','Passed',1
160,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 01','nancy-http','Team 01','nancy','Passed',1
161,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 07','shake-http','Team 07','shake','Passed',1
162,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 06','meatwad-ssh2','Team 06','meatwad','Passed',1
163,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 03','shake-http','Team 03','shake','Passed',1
164,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 04','meatwad-ssh2','Team 04','meatwad','Passed',1
165,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 07','frylock-https','Team 07','frylock','Passed',1
166,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 03','meatwad-ssh2','Team 03','meatwad','Passed',1
167,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 02','ethan-http','Team 02','ethan','Passed',1
168,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 03','nancy-http','Team 03','nancy','Passed',1
169,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 01','nancy-https','Team 01','nancy','Passed',1
170,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 05','frylock-ssh2','Team 05','frylock','Passed',1
171,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 08','shake-https','Team 08','shake','Passed',1
172,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 04','frylock-ssh2','Team 04','frylock','Passed',1
173,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 07','meatwad-ssh2','Team 07','meatwad','Passed',1
174,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 02','nancy-http','Team 02','nancy','Passed',1
175,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 08','frylock-https','Team 08','frylock','Passed',1
176,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 07','ethan-http','Team 07','ethan','Passed',1
177,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 04','nancy-http','Team 04','nancy','Passed',1
178,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 07','nancy-https','Team 07','nancy','Passed',1
179,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 02','nancy-https','Team 02','nancy','Passed',1
180,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 03','frylock-ssh2','Team 03','frylock','Passed',1
181,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 01','frylock-ssh2','Team 01','frylock','Passed',1
182,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 05','shake-http','Team 05','shake','Passed',1
183,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 06','frylock-ssh2','Team 06','frylock','Passed',1
184,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 04','shake-ssh2','Team 04','shake','Passed',1
185,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 06','nancy-https','Team 06','nancy','Passed',1
186,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 07','shake-ssh2','Team 07','shake','Passed',1
187,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 07','frylock-ssh2','Team 07','frylock','Passed',1
188,2,'2017-03-24 10:57:36','2017-03-24 10:57:38','Team 07','frylock-http','Team 07','frylock','Passed',1
189,2,'2017-03-24 10:57:36','2017-03-24 10:57:39','Team 02','ethan-smtp','Team 02','ethan','Passed',1
190,2,'2017-03-24 10:57:36','2017-03-24 10:57:43','Team 02','ethan-pop3','Team 02','ethan','Passed',1
191,2,'2017-03-24 10:57:36','2017-03-24 10:57:43','Team 03','ethan-pop3','Team 03','ethan','Passed',1
192,2,'2017-03-24 10:57:36','2017-03-24 10:57:43','Team 05','ethan-pop3','Team 05','ethan','Passed',1
193,2,'2017-03-24 10:57:36','2017-03-24 10:57:43','Team 06','ethan-pop3','Team 06','ethan','Passed',1
194,2,'2017-03-24 10:57:36','2017-03-24 10:57:44','Team 07','ethan-pop3','Team 07','ethan','Passed',1
195,2,'2017-03-24 10:57:36','2017-03-24 10:57:44','Team 04','ethan-pop3','Team 04','ethan','Passed',1
196,2,'2017-03-24 10:57:36','2017-03-24 10:57:44','Team 01','ethan-smtp','Team 01','ethan','Passed',1
197,2,'2017-03-24 10:57:36','2017-03-24 10:57:44','Team 04','ethan-smtp','Team 04','ethan','Passed',1
198,2,'2017-03-24 10:57:36','2017-03-24 10:57:44','Team 01','ethan-pop3','Team 01','ethan','Passed',1
199,2,'2017-03-24 10:57:36','2017-03-24 10:57:44','Team 07','ethan-smtp','Team 07','ethan','Passed',1
200,2,'2017-03-24 10:57:36','2017-03-24 10:57:44','Team 06','ethan-smtp','Team 06','ethan','Passed',1
201,2,'2017-03-24 10:57:36','2017-03-24 10:57:44','Team 03','ethan-smtp','Team 03','ethan','Passed',1
202,2,'2017-03-24 10:57:36','2017-03-24 10:57:45','Team 05','ethan-smtp','Team 05','ethan','Passed',1
203,2,'2017-03-24 10:57:36','2017-03-24 10:58:36','Team 08','morty-dns','Team 08','10.10.8.8','Failed',0
204,2,'2017-03-24 10:57:36','2017-03-24 10:58:36','Team 08','ethan-http','Team 08','ethan','Failed',0
205,2,'2017-03-24 10:57:36','2017-03-24 10:58:36','Team 08','ethan-pop3','Team 08','ethan','Failed',0
206,2,'2017-03-24 10:57:36','2017-03-24 10:58:36','Team 08','ethan-smtp','Team 08','ethan','Failed',0
207,2,'2017-03-24 10:57:36','2017-03-24 10:58:36','Team 08','nancy-https','Team 08','nancy','Failed',0
208,2,'2017-03-24 10:57:36','2017-03-24 10:58:36','Team 08','nancy-http','Team 08','nancy','Failed',0
209,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 04','ethan-http','Team 04','ethan','Passed',1
210,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 01','ethan-http','Team 01','ethan','Passed',1
211,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 07','shake-https','Team 07','shake','Passed',1
212,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 04','frylock-ssh2','Team 04','frylock','Passed',1
213,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 05','ethan-http','Team 05','ethan','Passed',1
214,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 02','morty-dns','Team 02','10.10.2.8','Passed',1
215,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 02','shake-https','Team 02','shake','Passed',1
216,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 04','morty-dns','Team 04','10.10.4.8','Passed',1
217,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 04','meatwad-ssh2','Team 04','meatwad','Passed',1
218,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 06','morty-dns','Team 06','10.10.6.8','Passed',1
219,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 02','frylock-ssh2','Team 02','frylock','Passed',1
220,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 06','shake-https','Team 06','shake','Passed',1
221,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 03','morty-dns','Team 03','10.10.3.8','Passed',1
222,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 07','frylock-ssh2','Team 07','frylock','Passed',1
223,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 05','meatwad-ssh2','Team 05','meatwad','Passed',1
224,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 07','meatwad-ssh2','Team 07','meatwad','Passed',1
225,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 01','shake-ssh2','Team 01','shake','Passed',1
226,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 04','frylock-http','Team 04','frylock','Passed',1
227,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 05','frylock-ssh2','Team 05','frylock','Passed',1
228,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 02','nancy-https','Team 02','nancy','Passed',1
229,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 02','shake-http','Team 02','shake','Passed',1
230,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 03','frylock-http','Team 03','frylock','Passed',1
231,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 02','meatwad-ssh2','Team 02','meatwad','Passed',1
232,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 05','shake-http','Team 05','shake','Passed',1
233,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 05','frylock-https','Team 05','frylock','Passed',1
234,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 06','frylock-https','Team 06','frylock','Passed',1
235,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 02','frylock-http','Team 02','frylock','Passed',1
236,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 01','morty-dns','Team 01','10.10.1.8','Passed',1
237,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 03','ethan-http','Team 03','ethan','Passed',1
238,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 04','nancy-http','Team 04','nancy','Passed',1
239,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 01','frylock-http','Team 01','frylock','Passed',1
240,3,'2017-03-24 11:03:17','2017-03-24 11:03:19','Team 05','morty-dns','Team 05','10.10.5.8','Passed',1
