id,checknumber,starttime,endtime,teamname,servicename,owner,hostname,status,points
7459,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 04','nancy-https','Team 04','nancy','Passed',1
7460,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 06','frylock-http','Team 06','frylock','Failed',0
7461,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 05','ethan-http','Team 05','ethan','Passed',1
7462,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 01','louise-http','Team 01','louise','Failed',0
7463,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 05','louise-http','Team 05','louise','Passed',1
7464,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 01','shake-https','Team 01','shake','Passed',1
7465,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 01','frylock-http','Team 01','frylock','Passed',1
7466,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 03','shake-https','Team 03','shake','Passed',1
7467,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 02','louise-https','Team 02','louise','Passed',1
7468,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 07','frylock-https','Team 07','frylock','Passed',1
7469,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 03','shake-http','Team 03','shake','Passed',1
7470,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 07','ethan-http','Team 07','ethan','Passed',1
7471,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 05','nancy-http','Team 05','nancy','Passed',1
7472,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 07','meatwad-ssh2','Team 07','meatwad','Passed',1
7473,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 03','morty-dns','Team 03','10.10.3.8','Passed',1
7474,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 08','bob-https','Team 08','bob','Passed',1
7475,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 01','morty-dns','Team 01','10.10.1.8','Passed',1
7476,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 04','morty-dns','Team 04','10.10.4.8','Passed',1
7477,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 07','linda-http','Team 07','linda','Passed',1
7478,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 07','linda-https','Team 07','linda','Passed',1
7479,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 06','frylock-ssh2','Team 06','frylock','Passed',1
7480,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 06','shake-http','Team 06','shake','Passed',1
7481,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 02','linda-https','Team 02','linda','Passed',1
7482,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 02','shake-https','Team 02','shake','Passed',1
7483,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 04','linda-https','Team 04','linda','Passed',1
7484,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 04','meatwad-ssh2','Team 04','meatwad','Passed',1
7485,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 03','ethan-http','Team 03','ethan','Passed',1
7486,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 01','shake-http','Team 01','shake','Passed',1
7487,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 05','linda-http','Team 05','linda','Passed',1
7488,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 08','frylock-https','Team 08','frylock','Passed',1
7489,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 01','ethan-http','Team 01','ethan','Passed',1
7490,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 04','bob-https','Team 04','bob','Passed',1
7491,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 03','frylock-ssh2','Team 03','frylock','Passed',1
7492,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 02','shake-ssh2','Team 02','shake','Passed',1
7493,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 06','linda-https','Team 06','linda','Passed',1
7494,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 06','morty-dns','Team 06','10.10.6.8','Passed',1
7495,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 05','meatwad-ssh2','Team 05','meatwad','Passed',1
7496,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 07','nancy-http','Team 07','nancy','Passed',1
7497,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 05','morty-f4d-dns','Team 05','morty','Failed',0
7498,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 08','ethan-http','Team 08','ethan','Passed',1
7499,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 07','bob-http','Team 07','bob','Passed',1
7500,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 04','bob-http','Team 04','bob','Passed',1
7501,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 06','linda-http','Team 06','linda','Passed',1
7502,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 05','shake-http','Team 05','shake','Passed',1
7503,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 05','frylock-http','Team 05','frylock','Passed',1
7504,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 06','nancy-http','Team 06','nancy','Passed',1
7505,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 05','bob-https','Team 05','bob','Passed',1
7506,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 08','louise-http','Team 08','louise','Passed',1
7507,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 08','frylock-http','Team 08','frylock','Passed',1
7508,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 05','shake-ssh2','Team 05','shake','Passed',1
7509,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 08','morty-f4d-dns','Team 08','morty','Failed',0
7510,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 07','shake-https','Team 07','shake','Passed',1
7511,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 03','frylock-https','Team 03','frylock','Passed',1
7512,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 08','frylock-ssh2','Team 08','frylock','Passed',1
7513,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 02','morty-f4d-dns','Team 02','morty','Passed',1
7514,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 07','frylock-http','Team 07','frylock','Passed',1
7515,63,'2017-03-24 16:55:21','2017-03-24 16:55:23','Team 02','nancy-http','Team 02','nancy','Passed',1
7516,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 04','morty-f4d-dns','Team 04','morty','Passed',1
7517,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 07','morty-f4d-dns','Team 07','morty','Failed',0
7518,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 05','frylock-ssh2','Team 05','frylock','Passed',1
7519,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 01','frylock-https','Team 01','frylock','Passed',1
7520,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 08','bob-http','Team 08','bob','Passed',1
7521,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 08','meatwad-ssh2','Team 08','meatwad','Passed',1
7522,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 03','meatwad-ssh2','Team 03','meatwad','Passed',1
7523,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 07','shake-http','Team 07','shake','Passed',1
7524,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 04','louise-https','Team 04','louise','Passed',1
7525,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 02','louise-http','Team 02','louise','Passed',1
7526,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 06','meatwad-ssh2','Team 06','meatwad','Passed',1
7527,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 04','shake-http','Team 04','shake','Passed',1
7528,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 04','shake-ssh2','Team 04','shake','Passed',1
7529,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 08','shake-ssh2','Team 08','shake','Passed',1
7530,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 04','shake-https','Team 04','shake','Passed',1
7531,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 02','frylock-ssh2','Team 02','frylock','Passed',1
7532,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 04','linda-http','Team 04','linda','Passed',1
7533,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 02','linda-http','Team 02','linda','Passed',1
7534,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 06','nancy-https','Team 06','nancy','Passed',1
7535,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 01','shake-ssh2','Team 01','shake','Passed',1
7536,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 02','meatwad-ssh2','Team 02','meatwad','Passed',1
7537,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 06','shake-ssh2','Team 06','shake','Passed',1
7538,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 05','nancy-https','Team 05','nancy','Passed',1
7539,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 05','linda-https','Team 05','linda','Passed',1
7540,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 07','louise-http','Team 07','louise','Passed',1
7541,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 07','shake-ssh2','Team 07','shake','Passed',1
7542,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 03','shake-ssh2','Team 03','shake','Passed',1
7543,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 03','linda-http','Team 03','linda','Failed',0
7544,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 03','linda-https','Team 03','linda','Failed',0
7545,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 06','louise-https','Team 06','louise','Passed',1
7546,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 06','louise-http','Team 06','louise','Passed',1
7547,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 08','louise-https','Team 08','louise','Passed',1
7548,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 03','louise-http','Team 03','louise','Failed',0
7549,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 03','louise-https','Team 03','louise','Failed',0
7550,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 03','bob-https','Team 03','bob','Failed',0
7551,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 03','bob-http','Team 03','bob','Failed',0
7552,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 02','ethan-smtp','Team 02','ethan','Passed',1
7553,63,'2017-03-24 16:55:21','2017-03-24 16:55:24','Team 03','nancy-https','Team 03','nancy','Passed',1
7554,63,'2017-03-24 16:55:21','2017-03-24 16:55:25','Team 01','meatwad-ssh2','Team 01','meatwad','Failed',0
7555,63,'2017-03-24 16:55:21','2017-03-24 16:55:25','Team 03','nancy-http','Team 03','nancy','Passed',1
7556,63,'2017-03-24 16:55:21','2017-03-24 16:55:25','Team 04','frylock-ssh2','Team 04','frylock','Failed',0
7557,63,'2017-03-24 16:55:21','2017-03-24 16:55:28','Team 06','ethan-pop3','Team 06','ethan','Passed',1
7558,63,'2017-03-24 16:55:21','2017-03-24 16:55:28','Team 02','ethan-pop3','Team 02','ethan','Passed',1
7559,63,'2017-03-24 16:55:21','2017-03-24 16:55:29','Team 07','ethan-pop3','Team 07','ethan','Passed',1
7560,63,'2017-03-24 16:55:21','2017-03-24 16:55:29','Team 08','ethan-pop3','Team 08','ethan','Passed',1
7561,63,'2017-03-24 16:55:21','2017-03-24 16:55:29','Team 04','ethan-pop3','Team 04','ethan','Passed',1
7562,63,'2017-03-24 16:55:21','2017-03-24 16:55:29','Team 05','ethan-pop3','Team 05','ethan','Passed',1
7563,63,'2017-03-24 16:55:21','2017-03-24 16:55:30','Team 03','ethan-smtp','Team 03','ethan','Passed',1
7564,63,'2017-03-24 16:55:21','2017-03-24 16:55:30','Team 01','ethan-smtp','Team 01','ethan','Passed',1
7565,63,'2017-03-24 16:55:21','2017-03-24 16:55:30','Team 07','ethan-smtp','Team 07','ethan','Passed',1
7566,63,'2017-03-24 16:55:21','2017-03-24 16:55:30','Team 04','ethan-smtp','Team 04','ethan','Passed',1
7567,63,'2017-03-24 16:55:21','2017-03-24 16:55:30','Team 08','ethan-smtp','Team 08','ethan','Passed',1
7568,63,'2017-03-24 16:55:21','2017-03-24 16:55:34','Team 03','morty-f4d-dns','Team 03','morty','Failed',0
7569,63,'2017-03-24 16:55:21','2017-03-24 16:55:40','Team 03','ethan-pop3','Team 03','ethan','Failed',0
7570,63,'2017-03-24 16:55:21','2017-03-24 16:55:41','Team 01','ethan-pop3','Team 01','ethan','Failed',0
7571,63,'2017-03-24 16:55:21','2017-03-24 16:56:21','Team 08','linda-https','Team 08','linda','Failed',0
7572,63,'2017-03-24 16:55:21','2017-03-24 16:56:21','Team 01','linda-https','Team 01','linda','Failed',0
7573,63,'2017-03-24 16:55:21','2017-03-24 16:56:21','Team 08','linda-http','Team 08','linda','Failed',0
7574,63,'2017-03-24 16:55:21','2017-03-24 16:56:21','Team 01','linda-http','Team 01','linda','Failed',0
7575,63,'2017-03-24 16:55:21','2017-03-24 16:56:23','Team 05','ethan-smtp','Team 05','ethan','Failed',0
7576,63,'2017-03-24 16:55:21','2017-03-24 16:56:23','Team 06','ethan-smtp','Team 06','ethan','Failed',0
7577,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 04','morty-dns','Team 04','10.10.4.8','Passed',1
7578,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 08','frylock-https','Team 08','frylock','Passed',1
7579,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 06','bob-http','Team 06','bob','Failed',0
7580,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 05','bob-https','Team 05','bob','Passed',1
7581,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 08','shake-https','Team 08','shake','Passed',1
7582,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 03','frylock-https','Team 03','frylock','Passed',1
7583,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 02','ethan-http','Team 02','ethan','Passed',1
7584,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 03','ethan-http','Team 03','ethan','Passed',1
7585,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 01','ethan-http','Team 01','ethan','Passed',1
7586,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 01','bob-http','Team 01','bob','Failed',0
7587,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 05','morty-dns','Team 05','10.10.5.8','Passed',1
7588,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 04','ethan-http','Team 04','ethan','Passed',1
7589,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 07','bob-https','Team 07','bob','Passed',1
7590,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 02','shake-http','Team 02','shake','Passed',1
7591,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 02','frylock-http','Team 02','frylock','Passed',1
7592,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 03','shake-ssh2','Team 03','shake','Passed',1
7593,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 06','shake-http','Team 06','shake','Passed',1
7594,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 06','meatwad-ssh2','Team 06','meatwad','Passed',1
7595,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 02','nancy-https','Team 02','nancy','Passed',1
7596,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 05','shake-http','Team 05','shake','Passed',1
7597,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 03','frylock-http','Team 03','frylock','Passed',1
7598,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 01','morty-dns','Team 01','10.10.1.8','Passed',1
7599,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 03','meatwad-ssh2','Team 03','meatwad','Passed',1
7600,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 02','frylock-https','Team 02','frylock','Passed',1
7601,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 02','bob-http','Team 02','bob','Failed',0
7602,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 03','morty-dns','Team 03','10.10.3.8','Passed',1
7603,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 02','linda-http','Team 02','linda','Passed',1
7604,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 08','morty-dns','Team 08','10.10.8.8','Passed',1
7605,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 02','shake-https','Team 02','shake','Passed',1
7606,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 05','ethan-http','Team 05','ethan','Passed',1
7607,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 05','morty-f4d-dns','Team 05','morty','Passed',1
7608,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 06','morty-dns','Team 06','10.10.6.8','Passed',1
7609,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 05','linda-https','Team 05','linda','Passed',1
7610,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 05','nancy-http','Team 05','nancy','Passed',1
7611,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 06','nancy-http','Team 06','nancy','Passed',1
7612,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 02','morty-dns','Team 02','10.10.2.8','Passed',1
7613,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 08','shake-http','Team 08','shake','Passed',1
7614,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 02','morty-f4d-dns','Team 02','morty','Failed',0
7615,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 07','morty-f4d-dns','Team 07','morty','Passed',1
7616,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 04','morty-f4d-dns','Team 04','morty','Failed',0
7617,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 08','bob-http','Team 08','bob','Failed',0
7618,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 02','linda-https','Team 02','linda','Passed',1
7619,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 07','shake-https','Team 07','shake','Passed',1
7620,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 06','linda-http','Team 06','linda','Passed',1
7621,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 06','louise-http','Team 06','louise','Passed',1
7622,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 01','frylock-http','Team 01','frylock','Passed',1
7623,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 01','nancy-http','Team 01','nancy','Failed',0
7624,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 04','bob-http','Team 04','bob','Failed',0
7625,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 08','morty-f4d-dns','Team 08','morty','Failed',0
7626,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 03','frylock-ssh2','Team 03','frylock','Passed',1
7627,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 01','morty-f4d-dns','Team 01','morty','Failed',0
7628,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 02','shake-ssh2','Team 02','shake','Passed',1
7629,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 02','bob-https','Team 02','bob','Passed',1
7630,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 05','louise-http','Team 05','louise','Passed',1
7631,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 04','linda-http','Team 04','linda','Passed',1
7632,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 01','shake-http','Team 01','shake','Passed',1
7633,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 08','nancy-https','Team 08','nancy','Passed',1
7634,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 03','shake-https','Team 03','shake','Passed',1
7635,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 06','bob-https','Team 06','bob','Passed',1
7636,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 07','morty-dns','Team 07','10.10.7.8','Passed',1
7637,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 06','linda-https','Team 06','linda','Passed',1
7638,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 06','shake-https','Team 06','shake','Passed',1
7639,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 06','ethan-http','Team 06','ethan','Passed',1
7640,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 08','bob-https','Team 08','bob','Passed',1
7641,64,'2017-03-24 17:01:10','2017-03-24 17:01:11','Team 04','nancy-http','Team 04','nancy','Passed',1
7642,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 07','ethan-http','Team 07','ethan','Passed',1
7643,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 04','nancy-https','Team 04','nancy','Passed',1
7644,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 07','shake-http','Team 07','shake','Passed',1
7645,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 04','frylock-https','Team 04','frylock','Passed',1
7646,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 01','frylock-https','Team 01','frylock','Passed',1
7647,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 05','frylock-https','Team 05','frylock','Passed',1
7648,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 06','louise-https','Team 06','louise','Passed',1
7649,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 01','nancy-https','Team 01','nancy','Failed',0
7650,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 08','ethan-http','Team 08','ethan','Passed',1
7651,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 06','frylock-http','Team 06','frylock','Failed',0
7652,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 05','bob-http','Team 05','bob','Failed',0
7653,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 03','shake-http','Team 03','shake','Passed',1
7654,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 05','frylock-http','Team 05','frylock','Passed',1
7655,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 04','shake-https','Team 04','shake','Passed',1
7656,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 04','shake-http','Team 04','shake','Passed',1
7657,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 07','frylock-https','Team 07','frylock','Passed',1
7658,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 01','louise-https','Team 01','louise','Failed',0
7659,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 01','louise-http','Team 01','louise','Failed',0
7660,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 06','nancy-https','Team 06','nancy','Passed',1
7661,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 05','shake-https','Team 05','shake','Passed',1
7662,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 08','nancy-http','Team 08','nancy','Passed',1
7663,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 07','louise-https','Team 07','louise','Passed',1
7664,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 05','nancy-https','Team 05','nancy','Passed',1
7665,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 07','louise-http','Team 07','louise','Passed',1
7666,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 06','frylock-https','Team 06','frylock','Failed',0
7667,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 07','frylock-http','Team 07','frylock','Passed',1
7668,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 01','bob-https','Team 01','bob','Failed',0
7669,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 06','morty-f4d-dns','Team 06','morty','Passed',1
7670,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 02','nancy-http','Team 02','nancy','Passed',1
7671,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 08','louise-https','Team 08','louise','Passed',1
7672,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 05','shake-ssh2','Team 05','shake','Passed',1
7673,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 04','bob-https','Team 04','bob','Passed',1
7674,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 07','shake-ssh2','Team 07','shake','Passed',1
7675,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 08','frylock-http','Team 08','frylock','Passed',1
7676,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 07','bob-http','Team 07','bob','Failed',0
7677,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 08','louise-http','Team 08','louise','Passed',1
7678,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 04','louise-https','Team 04','louise','Passed',1
7679,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 04','louise-http','Team 04','louise','Passed',1
7680,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 04','frylock-http','Team 04','frylock','Passed',1
7681,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 01','frylock-ssh2','Team 01','frylock','Passed',1
7682,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 07','nancy-https','Team 07','nancy','Passed',1
7683,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 06','shake-ssh2','Team 06','shake','Passed',1
7684,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 01','shake-ssh2','Team 01','shake','Passed',1
7685,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 01','shake-https','Team 01','shake','Passed',1
7686,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 05','frylock-ssh2','Team 05','frylock','Passed',1
7687,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 02','meatwad-ssh2','Team 02','meatwad','Passed',1
7688,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 04','meatwad-ssh2','Team 04','meatwad','Passed',1
7689,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 05','meatwad-ssh2','Team 05','meatwad','Passed',1
7690,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 02','frylock-ssh2','Team 02','frylock','Passed',1
7691,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 06','frylock-ssh2','Team 06','frylock','Passed',1
7692,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 08','meatwad-ssh2','Team 08','meatwad','Passed',1
7693,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 07','linda-https','Team 07','linda','Passed',1
7694,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 07','nancy-http','Team 07','nancy','Passed',1
7695,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 05','linda-http','Team 05','linda','Passed',1
7696,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 04','linda-https','Team 04','linda','Passed',1
7697,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 07','meatwad-ssh2','Team 07','meatwad','Passed',1
7698,64,'2017-03-24 17:01:10','2017-03-24 17:01:12','Team 03','linda-https','Team 03','linda','Failed',0
